state,group,grade,sub,vgap,vgapse,sesgap,resid,incV,edV,unemprat,povrat,enrl,fips,y1sesgap,y2sesgap,x1sesgap,x2sesgap,y1incV,y2incV,x1incV,x2incV,y1edV,y2edV,x1edV,x2edV,vgapse2,seweight,y1unemprat,y2unemprat,x1unemprat,x2unemprat,y1povrat,y2povrat,x1povrat,x2povrat
"VA","blk",4,"read",.793,.0313,.3419627,-.0270829,.9051484,.7138908,2.445611,3.652475,23665.5,"Virginia",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0009776,1022.927,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"VA","blk",4,"math",.963,.0304,.4095747,-.0530125,.9051484,.7138908,2.445611,3.652475,23665.5,"Virginia",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0009271,1078.619,.85237,1.368426,0,10,.6289541,1.821329,0,11
"VA","hsp",4,"math",.651,.038,.3108898,.0973203,.5665175,.6314096,1.242067,2.22898,7979.333,"Virginia",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.001442,693.4724,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"VA","hsp",4,"read",.639,.0396,.3262936,.1614154,.5665175,.6314096,1.242067,2.22898,7979.333,"Virginia",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0015706,636.7186,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"VA","blk",8,"math",.917,.0301,.4737102,-.0874807,.9051484,.7138908,2.445611,3.652475,23665.5,"Virginia",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0009083,1101.006,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"VA","blk",8,"read",.77,.0297,.3565133,-.0475893,.9051484,.7138908,2.445611,3.652475,23665.5,"Virginia",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0008843,1130.872,.6902131,1.108518,0,10,.540767,1.400359,0,11
"VA","hsp",8,"math",.614,.0384,.2975866,.049118,.5665175,.6314096,1.242067,2.22898,7979.333,"Virginia",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0014737,678.5532,.6211048,1.476643,0,10,.319176,1.891673,0,11
"VA","hsp",8,"read",.463,.0394,.3558875,.028824,.5665175,.6314096,1.242067,2.22898,7979.333,"Virginia",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0015528,643.9966,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"WA","blk",4,"read",.544,.0384,.298115,-.2318492,.9950275,.6635955,2.282623,3.299387,4172.083,"Washington",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.001472,679.3267,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"WA","blk",4,"math",.749,.0439,.3710461,-.2286798,.9950275,.6635955,2.282623,3.299387,4172.083,"Washington",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0019262,519.1637,.85237,1.368426,0,10,.6289541,1.821329,0,11
"WA","hsp",4,"math",.813,.0307,.4484359,.1214235,.7991591,.9713475,1.397783,2.627496,11999.58,"Washington",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0009415,1062.186,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"WA","hsp",4,"read",.762,.0323,.4765216,.1339639,.7991591,.9713475,1.397783,2.627496,11999.58,"Washington",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0010445,957.4346,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"WA","blk",8,"read",.594,.0447,.3302582,-.1970725,.9950275,.6635955,2.282623,3.299387,4172.083,"Washington",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0019999,500.0211,.6902131,1.108518,0,10,.540767,1.400359,0,11
"WA","blk",8,"math",.757,.0529,.4512996,-.2255603,.9950275,.6635955,2.282623,3.299387,4172.083,"Washington",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0027975,357.4591,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"WA","hsp",8,"read",.715,.0351,.515547,.1218287,.7991591,.9713475,1.397783,2.627496,11999.58,"Washington",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0012332,810.9063,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"WA","hsp",8,"math",.786,.0326,.4273712,.0913484,.7991591,.9713475,1.397783,2.627496,11999.58,"Washington",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0010596,943.7759,.6211048,1.476643,0,10,.319176,1.891673,0,11
"WV","blk",4,"math",.363,.0405,.1273652,-.3710397,.5297307,.1855155,2.136263,1.828441,1071.833,"West Virginia",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0016397,609.8682,.85237,1.368426,0,10,.6289541,1.821329,0,11
"WV","blk",4,"read",.439,.0407,.1118497,-.1507767,.5297307,.1855155,2.136263,1.828441,1071.833,"West Virginia",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0016561,603.8184,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"WV","hsp",4,"read",.272,.0899,.0988942,.0220996,.0115748,.362289,.6942647,.8314945,179.5833,"West Virginia",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0080873,123.6503,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"WV","hsp",4,"math",.27,.0956,.0680591,-.0407522,.0115748,.362289,.6942647,.8314945,179.5833,"West Virginia",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0091329,109.4946,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"WV","blk",8,"read",.335,.0382,.1236829,-.24952,.5297307,.1855155,2.136263,1.828441,1071.833,"West Virginia",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0014601,684.8956,.6902131,1.108518,0,10,.540767,1.400359,0,11
"WV","blk",8,"math",.469,.0457,.189445,-.2510634,.5297307,.1855155,2.136263,1.828441,1071.833,"West Virginia",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0020876,479.0162,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"WV","hsp",8,"math",.276,.099,.0605872,-.0522105,.0115748,.362289,.6942647,.8314945,179.5833,"West Virginia",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0098064,101.9739,.6211048,1.476643,0,10,.319176,1.891673,0,11
"WV","hsp",8,"read",.26,.106,.0739193,.1077472,.0115748,.362289,.6942647,.8314945,179.5833,"West Virginia",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0112414,88.95654,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"WI","blk",4,"math",1.31,.0409,.504722,.1992081,1.153827,.8415585,2.870172,4.390739,6480.75,"Wisconsin",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0016692,599.0823,.85237,1.368426,0,10,.6289541,1.821329,0,11
"WI","blk",4,"read",.95,.0371,.4262031,.0454875,1.153827,.8415585,2.870172,4.390739,6480.75,"Wisconsin",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0013754,727.0783,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"WI","hsp",4,"math",.884,.0385,.5604653,.0808203,.9947737,.954165,1.290091,3.641517,4750.75,"Wisconsin",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0014803,675.5363,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"WI","hsp",4,"read",.709,.0345,.5709789,-.0134348,.9947737,.954165,1.290091,3.641517,4750.75,"Wisconsin",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0011893,840.8277,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"WI","blk",8,"math",1.33,.0452,.5922741,.2087009,1.153827,.8415585,2.870172,4.390739,6480.75,"Wisconsin",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0020461,488.7448,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"WI","blk",8,"read",1.05,.0374,.4352146,.1552262,1.153827,.8415585,2.870172,4.390739,6480.75,"Wisconsin",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0014002,714.1824,.6902131,1.108518,0,10,.540767,1.400359,0,11
"WI","hsp",8,"read",.668,.0397,.6194178,-.0290625,.9947737,.954165,1.290091,3.641517,4750.75,"Wisconsin",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0015724,635.9765,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"WI","hsp",8,"math",.783,.042,.5425549,-.0264851,.9947737,.954165,1.290091,3.641517,4750.75,"Wisconsin",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0017676,565.752,.6211048,1.476643,0,10,.319176,1.891673,0,11
"WY","blk",4,"math",.526,.0786,.0647138,-.1455282,-.0108099,.2581642,3.376728,.7096599,88.16667,"Wyoming",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0061774,161.8794,.85237,1.368426,0,10,.6289541,1.821329,0,11
"WY","blk",4,"read",.353,.0828,.0845389,-.2089026,-.0108099,.2581642,3.376728,.7096599,88.16667,"Wyoming",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0068603,145.7655,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"WY","hsp",4,"math",.555,.0296,.3418766,-.0303523,.5529896,.7311644,1.474929,2.21629,681.0833,"Wyoming",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0008763,1141.175,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"WY","hsp",4,"read",.476,.0286,.3610022,-.0366728,.5529896,.7311644,1.474929,2.21629,681.0833,"Wyoming",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0008203,1219.058,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"WY","blk",8,"math",.682,.0904,.0643874,.0864003,-.0108099,.2581642,3.376728,.7096599,88.16667,"Wyoming",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0081782,122.2757,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"WY","blk",8,"read",.565,.092,.1171656,-.0126048,-.0108099,.2581642,3.376728,.7096599,88.16667,"Wyoming",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0084616,118.1808,.6902131,1.108518,0,10,.540767,1.400359,0,11
"WY","hsp",8,"math",.607,.0346,.3256613,.0136699,.5529896,.7311644,1.474929,2.21629,681.0833,"Wyoming",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0011986,834.322,.6211048,1.476643,0,10,.319176,1.891673,0,11
"WY","hsp",8,"read",.483,.0373,.3825838,.0221226,.5529896,.7311644,1.474929,2.21629,681.0833,"Wyoming",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0013889,719.9973,.5188523,1.316976,0,10,.2017192,1.800016,0,11
