state,group,grade,sub,vgap,vgapse,sesgap,resid,incV,edV,unemprat,povrat,enrl,fips,y1sesgap,y2sesgap,x1sesgap,x2sesgap,y1incV,y2incV,x1incV,x2incV,y1edV,y2edV,x1edV,x2edV,vgapse2,seweight,y1unemprat,y2unemprat,x1unemprat,x2unemprat,y1povrat,y2povrat,x1povrat,x2povrat
"MI","hsp",8,"math",.665,.0504,.3801525,.0173328,.6722361,.7558756,1.43695,2.635786,5971.833,"Michigan",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0025375,394.0927,.6211048,1.476643,0,10,.319176,1.891673,0,11
"MI","hsp",8,"read",.481,.0524,.4404561,-.0370509,.6722361,.7558756,1.43695,2.635786,5971.833,"Michigan",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0027458,364.1903,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"MN","blk",4,"read",.93,.0407,.5513411,-.0988867,1.3228,.8675611,2.995815,5.917171,5417.25,"Minnesota",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0016585,602.9542,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"MN","blk",4,"math",1.06,.0428,.6262483,-.168244,1.3228,.8675611,2.995815,5.917171,5417.25,"Minnesota",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0018323,545.7703,.85237,1.368426,0,10,.6289541,1.821329,0,11
"MN","hsp",4,"read",.851,.0435,.5804718,.119362,1.007104,.7801977,1.796182,4.231478,3711.833,"Minnesota",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0018901,529.0656,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"MN","hsp",4,"math",.934,.0423,.5982517,.0927227,1.007104,.7801977,1.796182,4.231478,3711.833,"Minnesota",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0017859,559.9532,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"MN","blk",8,"math",1.18,.0481,.7289836,-.0823035,1.3228,.8675611,2.995815,5.917171,5417.25,"Minnesota",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0023183,431.3544,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"MN","blk",8,"read",.909,.0453,.4997118,-.051108,1.3228,.8675611,2.995815,5.917171,5417.25,"Minnesota",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0020564,486.2819,.6902131,1.108518,0,10,.540767,1.400359,0,11
"MN","hsp",8,"read",.77,.0541,.6328784,.0587367,1.007104,.7801977,1.796182,4.231478,3711.833,"Minnesota",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0029256,341.8142,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"MN","hsp",8,"math",.955,.0505,.5843704,.1035601,1.007104,.7801977,1.796182,4.231478,3711.833,"Minnesota",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0025517,391.8936,.6211048,1.476643,0,10,.319176,1.891673,0,11
"MS","blk",4,"math",.987,.026,.3787367,.0013805,1.010565,.6544219,4.101821,3.255023,19019.83,"Mississippi",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.000678,1474.936,.85237,1.368426,0,10,.6289541,1.821329,0,11
"MS","blk",4,"read",.839,.0267,.3424728,.0190066,1.010565,.6544219,4.101821,3.255023,19019.83,"Mississippi",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0007154,1397.873,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"MS","hsp",4,"read",.485,.0624,.3091966,.0242116,.5717338,.6297609,1.94882,1.998907,671.3333,"Mississippi",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0038932,256.8567,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"MS","hsp",4,"math",.532,.0615,.2995653,-.0104472,.5717338,.6297609,1.94882,1.998907,671.3333,"Mississippi",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0037787,264.6425,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"MS","blk",8,"math",1.01,.0258,.4780706,.003939,1.010565,.6544219,4.101821,3.255023,19019.83,"Mississippi",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0006655,1502.717,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"MS","blk",8,"read",.875,.0249,.365591,.0487229,1.010565,.6544219,4.101821,3.255023,19019.83,"Mississippi",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0006176,1619.094,.6902131,1.108518,0,10,.540767,1.400359,0,11
"MS","hsp",8,"read",.446,.0743,.3542535,.0141648,.5717338,.6297609,1.94882,1.998907,671.3333,"Mississippi",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0055218,181.0993,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"MS","hsp",8,"math",.432,.0721,.2831284,-.1184234,.5717338,.6297609,1.94882,1.998907,671.3333,"Mississippi",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0051924,192.5896,.6211048,1.476643,0,10,.319176,1.891673,0,11
"MO","blk",4,"math",.99,.0351,.2871917,.0964252,.9060295,.5439237,2.533659,2.580266,12314.75,"Missouri",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0012289,813.7075,.85237,1.368426,0,10,.6289541,1.821329,0,11
"MO","blk",4,"read",.784,.0327,.2303453,.0762864,.9060295,.5439237,2.533659,2.580266,12314.75,"Missouri",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0010671,937.0827,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"MO","hsp",4,"read",.412,.0492,.3596578,-.0983766,.6643427,.659533,1.530084,2.45236,2459.667,"Missouri",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0024178,413.6045,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"MO","hsp",4,"math",.553,.0506,.3504415,-.0405912,.6643427,.659533,1.530084,2.45236,2459.667,"Missouri",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0025613,390.4233,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"MO","blk",8,"math",1.07,.0384,.3705572,.1706465,.9060295,.5439237,2.533659,2.580266,12314.75,"Missouri",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0014757,677.6576,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"MO","blk",8,"read",.886,.0361,.2745839,.1506162,.9060295,.5439237,2.533659,2.580266,12314.75,"Missouri",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0013017,768.2264,.6902131,1.108518,0,10,.540767,1.400359,0,11
"MO","hsp",8,"read",.414,.0638,.4031071,-.0673297,.6643427,.659533,1.530084,2.45236,2459.667,"Missouri",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0040741,245.4522,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"MO","hsp",8,"math",.533,.0515,.3358122,-.0699498,.6643427,.659533,1.530084,2.45236,2459.667,"Missouri",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0026529,376.9402,.6211048,1.476643,0,10,.319176,1.891673,0,11
"MT","blk",4,"read",.589,.169,-.0364504,.1475476,-.5314507,-.2208393,0,1.135045,100.6667,"Montana",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0285694,35.00248,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"MT","blk",4,"math",.57,.163,-.0660326,.0297705,-.5314507,-.2208393,0,1.135045,100.6667,"Montana",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0266925,37.46369,.85237,1.368426,0,10,.6289541,1.821329,0,11
"MT","hsp",4,"math",.361,.0507,.3320742,-.2140676,.6837973,.5611198,1.760399,2.47378,306.8333,"Montana",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0025749,388.3603,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"MT","hsp",4,"read",.35,.0546,.3312483,-.1325173,.6837973,.5611198,1.760399,2.47378,306.8333,"Montana",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0029863,334.8604,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"MT","blk",8,"math",.524,.172,-.1282492,.1212686,-.5314507,-.2208393,0,1.135045,100.6667,"Montana",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0296794,33.69345,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"MT","blk",8,"read",.649,.166,-.1007902,.2887161,-.5314507,-.2208393,0,1.135045,100.6667,"Montana",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0275782,36.26054,.6902131,1.108518,0,10,.540767,1.400359,0,11
"MT","hsp",8,"math",.429,.0584,.3187811,-.1566371,.6837973,.5611198,1.760399,2.47378,306.8333,"Montana",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0034059,293.6042,.6211048,1.476643,0,10,.319176,1.891673,0,11
"MT","hsp",8,"read",.429,.0659,.3883383,-.0369508,.6837973,.5611198,1.760399,2.47378,306.8333,"Montana",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0043377,230.5376,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"NE","blk",4,"math",1.25,.0475,.517315,.1217805,1.144361,.7830437,2.904273,4.779012,1547.667,"Nebraska",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0022607,442.3409,.85237,1.368426,0,10,.6289541,1.821329,0,11
"NE","blk",4,"read",.828,.0427,.4490261,-.0989316,1.144361,.7830437,2.904273,4.779012,1547.667,"Nebraska",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0018223,548.7518,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"NE","hsp",4,"math",.929,.0316,.6585283,.0269766,.8695489,1.190488,2.695976,3.624918,2802.5,"Nebraska",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0009981,1001.896,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"NE","hsp",4,"read",.688,.0308,.6665133,-.1294243,.8695489,1.190488,2.695976,3.624918,2802.5,"Nebraska",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0009491,1053.594,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"NE","blk",8,"read",.88,.0422,.4306649,-.0116816,1.144361,.7830437,2.904273,4.779012,1547.667,"Nebraska",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0017837,560.6285,.6902131,1.108518,0,10,.540767,1.400359,0,11
"NE","blk",8,"math",1.27,.049,.6070759,.1361573,1.144361,.7830437,2.904273,4.779012,1547.667,"Nebraska",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0024013,416.4426,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"NE","hsp",8,"read",.718,.0353,.6854575,-.0458471,.8695489,1.190488,2.695976,3.624918,2802.5,"Nebraska",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0012474,801.6905,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"NE","hsp",8,"math",.931,.0325,.6314066,.0325167,.8695489,1.190488,2.695976,3.624918,2802.5,"Nebraska",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0010535,949.2317,.6211048,1.476643,0,10,.319176,1.891673,0,11
"NV","blk",4,"math",.889,.0358,.4469297,-.1650022,1.076184,.7826235,2.507124,3.865698,2880.333,"Nevada",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0012783,782.2671,.85237,1.368426,0,10,.6289541,1.821329,0,11
"NV","blk",4,"read",.69,.0367,.3667894,-.1546938,1.076184,.7826235,2.507124,3.865698,2880.333,"Nevada",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0013449,743.5751,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"NV","hsp",4,"math",.729,.0236,.559258,-.0736906,.8337198,1.074894,1.772764,3.241575,9971.167,"Nevada",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0005587,1790.008,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"NV","hsp",4,"read",.669,.0234,.5786461,-.0609501,.8337198,1.074894,1.772764,3.241575,9971.167,"Nevada",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0005483,1823.696,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"NV","blk",8,"math",.92,.0377,.5279142,-.1391457,1.076184,.7826235,2.507124,3.865698,2880.333,"Nevada",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0014224,703.04,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"NV","blk",8,"read",.681,.0354,.3908049,-.1702318,1.076184,.7826235,2.507124,3.865698,2880.333,"Nevada",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0012517,798.9074,.6902131,1.108518,0,10,.540767,1.400359,0,11
"NV","hsp",8,"math",.759,.0256,.5366064,-.0446848,.8337198,1.074894,1.772764,3.241575,9971.167,"Nevada",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0006574,1521.092,.6211048,1.476643,0,10,.319176,1.891673,0,11
"NV","hsp",8,"read",.679,.0239,.6016645,-.0005588,.8337198,1.074894,1.772764,3.241575,9971.167,"Nevada",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0005714,1750.137,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"NH","blk",4,"read",.479,.0653,.1341057,-.1327582,.6584145,.0759629,.6864585,2.873434,285.5833,"New Hampshire",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.004261,234.6884,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"NH","blk",4,"math",.662,.069,.1657908,-.1104362,.6584145,.0759629,.6864585,2.873434,285.5833,"New Hampshire",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0047669,209.7783,.85237,1.368426,0,10,.6289541,1.821329,0,11
"NH","hsp",4,"read",.566,.053,.2996776,.1155803,.4368478,.4630378,1.446965,2.453068,474,"New Hampshire",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.00281,355.8773,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"NH","hsp",4,"math",.723,.0508,.3013933,.1783351,.4368478,.4630378,1.446965,2.453068,474,"New Hampshire",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0025846,386.9051,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"NH","blk",8,"math",.699,.0745,.2368325,-.0684221,.6584145,.0759629,.6864585,2.873434,285.5833,"New Hampshire",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0055439,180.3779,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"NH","blk",8,"read",.554,.0793,.0980198,-.0049559,.6584145,.0759629,.6864585,2.873434,285.5833,"New Hampshire",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0062913,158.9506,.6902131,1.108518,0,10,.540767,1.400359,0,11
"NH","hsp",8,"math",.809,.0565,.2925056,.2493325,.4368478,.4630378,1.446965,2.453068,474,"New Hampshire",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0031928,313.2032,.6211048,1.476643,0,10,.319176,1.891673,0,11
"NH","hsp",8,"read",.613,.062,.3118469,.2235814,.4368478,.4630378,1.446965,2.453068,474,"New Hampshire",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0038458,260.0207,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"NJ","blk",4,"read",.883,.0393,.463772,-.0585258,1.064521,.9208721,2.148698,4.908676,16408.92,"New Jersey",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0015431,648.0641,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"NJ","blk",4,"math",1.07,.0371,.5565932,-.0976856,1.064521,.9208721,2.148698,4.908676,16408.92,"New Jersey",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0013759,726.7765,.85237,1.368426,0,10,.6289541,1.821329,0,11
"NJ","hsp",4,"math",.874,.0351,.6535315,-.0227014,1.045271,1.063411,1.739906,4.085528,18474.5,"New Jersey",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0012348,809.8317,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"NJ","hsp",4,"read",.799,.0332,.6575153,-.0096925,1.045271,1.063411,1.739906,4.085528,18474.5,"New Jersey",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0011046,905.3409,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"NJ","blk",8,"math",1.05,.0381,.6172336,-.0957774,1.064521,.9208721,2.148698,4.908676,16408.92,"New Jersey",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0014497,689.7742,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"NJ","blk",8,"read",.913,.0375,.4563246,-.0038582,1.064521,.9208721,2.148698,4.908676,16408.92,"New Jersey",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0014069,710.7801,.6902131,1.108518,0,10,.540767,1.400359,0,11
"NJ","hsp",8,"math",.847,.0359,.6329975,-.0529748,1.045271,1.063411,1.739906,4.085528,18474.5,"New Jersey",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0012866,777.2657,.6211048,1.476643,0,10,.319176,1.891673,0,11
"NJ","hsp",8,"read",.815,.039,.6986416,.038645,1.045271,1.063411,1.739906,4.085528,18474.5,"New Jersey",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0015192,658.2328,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"NM","blk",4,"read",.567,.0584,.3083124,-.2192448,.7282534,.8477774,1.985932,3.049551,592.6667,"New Mexico",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.003416,292.7376,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"NM","blk",4,"math",.801,.0605,.3950728,-.2007515,.7282534,.8477774,1.985932,3.049551,592.6667,"New Mexico",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0036558,273.5359,.85237,1.368426,0,10,.6289541,1.821329,0,11
"NM","hsp",4,"math",.737,.0241,.4641493,.0293695,.6408277,.8419497,1.384188,3.011806,14102.5,"New Mexico",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0005787,1728.119,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"NM","hsp",4,"read",.693,.0248,.4780512,.0636994,.6408277,.8419497,1.384188,3.011806,14102.5,"New Mexico",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0006127,1632.11,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"NM","blk",8,"math",.806,.0632,.4231232,-.1482192,.7282534,.8477774,1.985932,3.049551,592.6667,"New Mexico",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0039935,250.4049,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"NM","blk",8,"read",.687,.0621,.3607797,-.1349965,.7282534,.8477774,1.985932,3.049551,592.6667,"New Mexico",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0038566,259.2948,.6902131,1.108518,0,10,.540767,1.400359,0,11
"NM","hsp",8,"math",.763,.0241,.448081,.0473187,.6408277,.8419497,1.384188,3.011806,14102.5,"New Mexico",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0005811,1720.811,.6211048,1.476643,0,10,.319176,1.891673,0,11
"NM","hsp",8,"read",.669,.0251,.4835722,.1071908,.6408277,.8419497,1.384188,3.011806,14102.5,"New Mexico",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.0006294,1588.786,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"NY","blk",4,"math",.975,.03,.3079471,.0603405,.8268754,.58424,1.846006,2.806428,38395,"New York",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0009013,1109.458,.85237,1.368426,0,10,.6289541,1.821329,0,11
"NY","blk",4,"read",.816,.0328,.2386957,.0996981,.8268754,.58424,1.846006,2.806428,38395,"New York",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0010772,928.3524,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"NY","hsp",4,"read",.755,.0281,.4751827,.1282292,.8993567,.8277403,1.569427,3.075917,41305.08,"New York",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0007873,1270.226,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"NY","hsp",4,"math",.793,.0279,.4668597,.0828036,.8993567,.8277403,1.569427,3.075917,41305.08,"New York",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0007763,1288.142,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"NY","blk",8,"math",1.01,.0323,.37045,.1133774,.8268754,.58424,1.846006,2.806428,38395,"New York",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0010441,957.7589,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"NY","blk",8,"read",.903,.0333,.2760926,.1659182,.8268754,.58424,1.846006,2.806428,38395,"New York",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0011109,900.1931,.6902131,1.108518,0,10,.540767,1.400359,0,11
"NY","hsp",8,"math",.883,.0317,.4493356,.1660855,.8993567,.8277403,1.569427,3.075917,41305.08,"New York",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0010038,996.2069,.6211048,1.476643,0,10,.319176,1.891673,0,11
"NY","hsp",8,"read",.81,.0323,.5344086,.1977656,.8993567,.8277403,1.569427,3.075917,41305.08,"New York",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.001041,960.6314,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"NC","blk",4,"read",.828,.0257,.2779276,.0723672,.9032739,.6460384,2.205407,3.07517,32431.67,"North Carolina",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0006611,1512.582,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"NC","blk",4,"math",1.07,.0266,.3478843,.1179586,.9032739,.6460384,2.205407,3.07517,32431.67,"North Carolina",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0007055,1417.453,.85237,1.368426,0,10,.6289541,1.821329,0,11
"NC","hsp",4,"math",.685,.0294,.5723254,-.1301942,.9355576,1.221985,1.56431,3.088711,10770,"North Carolina",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0008653,1155.716,.6213536,1.417812,0,10,.2802785,1.986334,0,11
"NC","hsp",4,"read",.688,.0304,.6063904,-.0691517,.9355576,1.221985,1.56431,3.088711,10770,"North Carolina",.051,1.751,-.1,1.6,-.4413069,1.422306,-1,2,-.0339986,1.435674,-.5,2.5,.0009229,1083.523,.5585436,1.320314,0,10,.2325985,1.844095,0,11
"NC","blk",8,"read",.818,.026,.3131283,.0440203,.9032739,.6460384,2.205407,3.07517,32431.67,"North Carolina",.361,2.061,-.1,1.6,.1607846,1.165672,-1,2,.3933816,1.477607,-.5,2.5,.0006781,1474.702,.6902131,1.108518,0,10,.540767,1.400359,0,11
"NC","blk",8,"math",.949,.0262,.417586,.0005695,.9032739,.6460384,2.205407,3.07517,32431.67,"North Carolina",.431,2.131,-.1,1.6,.1057694,1.473777,-1,2,.4672487,1.820155,-.5,2.5,.0006877,1454.104,.8620538,1.28495,0,10,.5980427,1.855158,0,11
"NC","hsp",8,"math",.688,.0355,.5461212,-.125394,.9355576,1.221985,1.56431,3.088711,10770,"North Carolina",.167,1.867,-.1,1.6,-.2876797,1.450589,-1,2,.147586,1.40787,-.5,2.5,.0012626,792.0118,.6211048,1.476643,0,10,.319176,1.891673,0,11
"NC","hsp",8,"read",.608,.04,.6407027,-.1102982,.9355576,1.221985,1.56431,3.088711,10770,"North Carolina",-.022,1.678,-.1,1.6,-.4886567,1.399311,-1,2,-.0144324,1.348337,-.5,2.5,.001604,623.4425,.5188523,1.316976,0,10,.2017192,1.800016,0,11
"ND","blk",4,"math",.733,.0619,.373356,-.2472943,1.378565,.5583908,.6591398,3.782819,138.8333,"North Dakota",.507,2.207,-.1,1.6,.2297721,1.420677,-1,2,.4695542,1.851122,-.5,2.5,.0038271,261.2918,.85237,1.368426,0,10,.6289541,1.821329,0,11
"ND","blk",4,"read",.396,.0681,.2633691,-.3454269,1.378565,.5583908,.6591398,3.782819,138.8333,"North Dakota",.378,2.078,-.1,1.6,.1815398,1.155946,-1,2,.3938085,1.484521,-.5,2.5,.0046432,215.3667,.6717991,1.181764,0,10,.5082991,1.483623,0,11
"ND","hsp",4,"math",.642,.0638,.6379247,-.2385841,.9796314,1.155335,2.692742,3.55375,127.5833,"North Dakota",.143,1.843,-.1,1.6,-.3790149,1.504489,-1,2,.0675631,1.480557,-.5,2.5,.0040699,245.7076,.6213536,1.417812,0,10,.2802785,1.986334,0,11
